"a1","a2","a3","a4","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","category","clock_backend","color_backend","compensation","coordinates","correct","correct_audio_stim","correct_keyboard_response","correct_response","correct_video","count_ContentQ1","count_ContentQ2","count_ContentQ3","count_ContentQ4","count_End_message","count_Q1","count_Q2","count_Q3","count_Start_connection_message","count_Start_video_message","count_a1_correct","count_a1_incorrect","count_a2_correct","count_a2_incorrect","count_a3_correct","count_a3_incorrect","count_a4_correct","count_a4_incorrect","count_about_this_example","count_audio_stim_message","count_block_loop","count_block_sequence","count_counterbalance","count_end_of_practice","count_experiment","count_experimental_loop","count_fixation","count_goodbye","count_green_fix","count_instructions_content","count_instructions_q_1","count_instructions_video","count_keyboard_response","count_logger","count_new_sequence","count_practice_loop","count_practice_sequence","count_practice_stim_loop","count_red_fix","count_reset_feedback","count_responded_message","count_trial_sequence","count_video","count_wait","count_word","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","form_response","form_var","height","keyboard_backend","logfile","mouse_backend","no_response","nonword_response","opensesame_codename","opensesame_version","practice","q1","q1_ans","response","response_a1_correct","response_a1_incorrect","response_a2_correct","response_a2_incorrect","response_a3_correct","response_a3_incorrect","response_a4_correct","response_a4_incorrect","response_audio_stim","response_end_of_practice","response_goodbye","response_instructions_content","response_instructions_q_1","response_instructions_video","response_keyboard_response","response_time","response_time_a1_correct","response_time_a1_incorrect","response_time_a2_correct","response_time_a2_incorrect","response_time_a3_correct","response_time_a3_incorrect","response_time_a4_correct","response_time_a4_incorrect","response_time_audio_stim","response_time_end_of_practice","response_time_goodbye","response_time_instructions_content","response_time_instructions_q_1","response_time_instructions_video","response_time_keyboard_response","response_time_video","response_time_wait","response_video","response_wait","sampler_backend","start","subject_nr","subject_parity","synth_backend","target","time_ContentQ1","time_ContentQ2","time_ContentQ3","time_ContentQ4","time_End_message","time_Q1","time_Q2","time_Q3","time_Start_connection_message","time_Start_video_message","time_a1_correct","time_a1_incorrect","time_a2_correct","time_a2_incorrect","time_a3_correct","time_a3_incorrect","time_a4_correct","time_a4_incorrect","time_about_this_example","time_audio_stim_message","time_block_loop","time_block_sequence","time_counterbalance","time_end_of_practice","time_experiment","time_experimental_loop","time_fixation","time_goodbye","time_green_fix","time_instructions_content","time_instructions_q_1","time_instructions_video","time_keyboard_response","time_logger","time_new_sequence","time_practice_loop","time_practice_sequence","time_practice_stim_loop","time_red_fix","time_reset_feedback","time_responded_message","time_trial_sequence","time_video","time_wait","time_word","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_response","yes_response"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","30","30","527","527","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","25","0","25","0","0","0","25","29","0","0","0","0","25","1","NA","25","0","NA","25","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1497","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1497","0","NA","None","NA","legacy","experiment","422","even","legacy","Macaroni","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2233512","NA","2236759","473390","2106527","15930","2235257","2237260","2097856","2117991","2117999","2117999","2227713","NA","NA","2233396","22299","NA","2235257","NEUR325-experiment","12","21086","40","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","28.5714285714","28.5714285714","524","524","gray","no","xpyriment","present","legacy","legacy","0","relative","0","0","0","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","26","0","26","0","0","0","26","30","0","0","0","0","26","1","NA","26","0","NA","26","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","932","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","932","0","NA","None","NA","legacy","experiment","422","even","legacy","Married","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2238282","NA","2236759","473390","2106527","15930","2239660","2241097","2097856","2117991","2117999","2117999","2240597","NA","NA","2238276","22299","NA","2239659","NEUR325-experiment","12","22018","42","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","29.5454545455","29.5454545455","527","527","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","27","0","27","0","0","0","27","31","0","0","0","0","27","1","NA","27","0","NA","27","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1181","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1181","0","NA","None","NA","legacy","experiment","422","even","legacy","Save","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2242143","NA","2244807","473390","2106527","15930","2243621","2245308","2097856","2117991","2117999","2117999","2240597","NA","NA","2242138","22299","NA","2243621","NEUR325-experiment","13","23199","44","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","30.4347826087","30.4347826087","519","519","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","28","0","28","0","0","0","28","32","0","0","0","0","28","1","NA","28","0","NA","28","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","697","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","697","0","NA","None","NA","legacy","experiment","422","even","legacy","Sacred","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2246332","NA","2248551","473390","2106527","15930","2247846","2249052","2097856","2117991","2117999","2117999","2240597","NA","NA","2246326","22299","NA","2247845","NEUR325-experiment","14","23896","46","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","31.25","31.25","531","531","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","29","0","29","0","0","0","29","33","0","0","0","0","29","1","NA","29","0","NA","29","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1621","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1621","0","NA","None","NA","legacy","experiment","422","even","legacy","Challenge","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2250093","NA","2253364","473390","2106527","15930","2251738","2253864","2097856","2117991","2117999","2117999","2240597","NA","NA","2250086","22299","NA","2251738","NEUR325-experiment","15","25517","48","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32","32","549","549","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","30","0","30","0","0","0","30","34","0","0","0","0","30","1","NA","30","0","NA","30","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1960","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1960","0","NA","None","NA","legacy","experiment","422","even","legacy","Mateess","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2254876","NA","2258387","473390","2106527","15930","2256421","2258887","2097856","2117991","2117999","2117999","2240597","NA","NA","2254870","22299","NA","2256421","NEUR325-experiment","16","27477","50","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32.6923076923","32.6923076923","547","547","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","31","0","31","0","0","0","31","35","0","0","0","0","31","1","NA","31","0","NA","31","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","978","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","978","0","NA","None","NA","legacy","experiment","422","even","legacy","Skull","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2259899","NA","2262290","473390","2106527","15930","2261309","2262790","2097856","2117991","2117999","2117999","2240597","NA","NA","2259878","22299","NA","2261309","NEUR325-experiment","17","28455","52","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.3333333333","33.3333333333","540","540","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","32","0","32","0","0","0","32","36","0","0","0","0","32","1","NA","32","0","NA","32","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","731","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","731","0","NA","None","NA","legacy","experiment","422","even","legacy","Tire","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2263883","NA","2266030","473390","2106527","15930","2265294","2266530","2097856","2117991","2117999","2117999","2240597","NA","NA","2263794","22299","NA","2265294","NEUR325-experiment","18","29186","54","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32.1428571429","32.1428571429","559","559","gray","no","xpyriment","not","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","33","0","33","0","0","0","33","37","0","0","0","0","33","1","NA","33","0","NA","33","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","2152","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","2152","0","NA","None","NA","legacy","experiment","422","even","legacy","Hate","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2267690","NA","2266030","473390","2106527","15930","2269002","2271658","2097856","2117991","2117999","2117999","2271158","NA","NA","2267571","22299","NA","2269002","NEUR325-experiment","18","31338","56","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32.7586206897","32.7586206897","558","558","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","34","0","34","0","0","0","34","38","0","0","0","0","34","1","NA","34","0","NA","34","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1049","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1049","0","NA","None","NA","legacy","experiment","422","even","legacy","Jacket","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2272939","NA","2275404","473390","2106527","15930","2274350","2275904","2097856","2117991","2117999","2117999","2271158","NA","NA","2272805","22299","NA","2274350","NEUR325-experiment","19","32387","58","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.3333333333","33.3333333333","556","556","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","35","0","35","0","0","0","35","39","0","0","0","0","35","1","NA","35","0","NA","35","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1032","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1032","0","NA","None","NA","legacy","experiment","422","even","legacy","Sorry","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2277125","NA","2279707","473390","2106527","15930","2278670","2280207","2097856","2117991","2117999","2117999","2271158","NA","NA","2276982","22299","NA","2278670","NEUR325-experiment","20","33419","60","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32.2580645161","32.2580645161","553","553","gray","no","xpyriment","not","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","36","0","36","0","0","0","36","40","0","0","0","0","36","1","NA","36","0","NA","36","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","886","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","886","0","NA","None","NA","legacy","experiment","422","even","legacy","Hair","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2281463","NA","2279707","473390","2106527","15930","2282807","2284198","2097856","2117991","2117999","2117999","2283698","NA","NA","2281280","22299","NA","2282807","NEUR325-experiment","20","34305","62","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","32.8125","32.8125","564","564","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","37","0","37","0","0","0","37","41","0","0","0","0","37","1","NA","37","0","NA","37","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1845","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1845","0","NA","None","NA","legacy","experiment","422","even","legacy","Rude","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2285476","NA","2288508","473390","2106527","15930","2286658","2289008","2097856","2117991","2117999","2117999","2283698","NA","NA","2285317","22299","NA","2286658","NEUR325-experiment","21","36150","64","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.3333333333","33.3333333333","555","555","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","38","0","38","0","0","0","38","42","0","0","0","0","38","1","NA","38","0","NA","38","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","518","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","518","0","NA","None","NA","legacy","experiment","422","even","legacy","Snow","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2290048","NA","2291983","473390","2106527","15930","2291460","2292483","2097856","2117991","2117999","2117999","2283698","NA","NA","2290042","22299","NA","2291460","NEUR325-experiment","22","36668","66","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.8235294118","33.8235294118","551","551","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","39","0","39","0","0","0","39","43","0","0","0","0","39","1","NA","39","0","NA","39","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","822","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","822","0","NA","None","NA","legacy","experiment","422","even","legacy","Chicken","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2293484","NA","2295757","473390","2106527","15930","2294929","2296257","2097856","2117991","2117999","2117999","2283698","NA","NA","2293479","22299","NA","2294929","NEUR325-experiment","23","37490","68","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","34.2857142857","34.2857142857","550","550","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","40","0","40","0","0","0","40","44","0","0","0","0","40","1","NA","40","0","NA","40","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1072","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1072","0","NA","None","NA","legacy","experiment","422","even","legacy","Fold","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2297282","NA","2299737","473390","2106527","15930","2298660","2300237","2097856","2117991","2117999","2117999","2283698","NA","NA","2297276","22299","NA","2298659","NEUR325-experiment","24","38562","70","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","34.7222222222","34.7222222222","556","556","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","41","0","41","0","0","0","41","45","0","0","0","0","41","1","NA","41","0","NA","41","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1476","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1476","0","NA","None","NA","legacy","experiment","422","even","legacy","Divorce","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2301242","NA","2304370","473390","2106527","15930","2302888","2304871","2097856","2117991","2117999","2117999","2283698","NA","NA","2301236","22299","NA","2302888","NEUR325-experiment","25","40038","72","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.1351351351","35.1351351351","554","554","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","42","0","42","0","0","0","42","46","0","0","0","0","42","1","NA","42","0","NA","42","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","999","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","999","0","NA","None","NA","legacy","experiment","422","even","legacy","Pretending","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2306016","NA","2308631","473390","2106527","15930","2307627","2309131","2097856","2117991","2117999","2117999","2283698","NA","NA","2306010","22299","NA","2307626","NEUR325-experiment","26","41037","74","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.5263157895","35.5263157895","554","554","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","43","0","43","0","0","0","43","47","0","0","0","0","43","1","NA","43","0","NA","43","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1069","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1069","0","NA","None","NA","legacy","experiment","422","even","legacy","Jealous","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2310250","NA","2313000","473390","2106527","15930","2311927","2313500","2097856","2117991","2117999","2117999","2283698","NA","NA","2310184","22299","NA","2311927","NEUR325-experiment","27","42106","76","no","1024","NA","right"
